Date,Open,High,Low,Close,Volume,Adj Close
17-10-2012,648.87,652.79,644,644.61,97259400,87.96
18-10-2012,639.59,642.06,630,632.64,119156100,86.33
19-10-2012,631.05,631.77,609.62,609.84,186021500,83.21
22-10-2012,612.42,635.38,610.76,634.03,136682700,86.52
23-10-2012,631,633.9,611.7,613.36,176786400,83.69
24-10-2012,621.44,626.55,610.64,616.83,139631800,84.17
25-10-2012,620,622,605.55,609.54,164081400,83.17
26-10-2012,609.43,614,591,604,254608200,82.42
31-10-2012,594.88,601.96,587.7,595.32,127500800,81.23
01-11-2012,598.22,603,594.17,596.54,90324500,81.4
02-11-2012,595.89,596.95,574.75,576.8,149843400,78.71
05-11-2012,583.52,587.77,577.6,584.62,132283900,79.77
06-11-2012,590.23,590.74,580.09,582.85,93729300,79.53
07-11-2012,573.84,574.54,555.75,558,198412200,76.49
08-11-2012,560.63,562.23,535.29,537.75,264036500,73.71
09-11-2012,540.42,554.88,533.72,547.06,232478400,74.99
12-11-2012,554.15,554.5,538.65,542.83,128950500,74.41
13-11-2012,538.91,550.48,536.36,542.9,133237300,74.42
14-11-2012,545.5,547.45,536.18,536.88,119292600,73.59
15-11-2012,537.53,539.5,522.62,525.62,197477700,72.05
16-11-2012,525.2,530,505.75,527.68,316723400,72.33
19-11-2012,540.71,567.5,539.88,565.73,205829400,77.55
20-11-2012,571.91,571.95,554.58,560.91,160688500,76.89
21-11-2012,564.25,567.37,556.6,561.7,93250500,77
23-11-2012,567.17,572,562.6,571.5,68206600,78.34
26-11-2012,575.9,590,573.71,589.53,157644900,80.81
27-11-2012,589.55,590.42,580.1,584.78,133332500,80.16
28-11-2012,577.27,585.8,572.26,582.94,130216100,79.91
29-11-2012,590.22,594.25,585.25,589.36,128674700,80.79
30-11-2012,586.79,588.4,582.68,585.28,97829900,80.23
03-12-2012,593.65,594.59,585.5,586.19,91070000,80.35
04-12-2012,581.8,581.8,572.13,575.85,139267100,78.94
05-12-2012,568.91,569.25,538.77,538.79,261159500,73.86
06-12-2012,528.94,553.31,518.63,547.24,294303100,75.01
07-12-2012,553.4,555.2,530,533.25,196760200,73.1
10-12-2012,525,538.51,521.58,529.82,157621100,72.63
11-12-2012,539.77,549.56,537.37,541.39,148086400,74.21
12-12-2012,547.77,548,536.27,539,121786000,73.88
13-12-2012,531.15,537.64,525.8,529.69,156314900,72.61
14-12-2012,514.75,518.13,505.58,509.79,252394800,69.88
17-12-2012,508.93,520,501.23,518.83,189401800,71.12
18-12-2012,525,534.9,520.25,533.9,156421300,73.18
19-12-2012,531.47,533.7,525.5,526.31,112342300,72.14
20-12-2012,530,530.2,518.88,521.73,120422400,71.52
21-12-2012,512.47,519.67,510.24,519.33,149067100,71.19
24-12-2012,520.35,524.25,518.71,520.17,43938300,71.3
26-12-2012,519,519.46,511.12,513,75609100,70.32
27-12-2012,513.54,516.25,504.66,515.06,113780100,70.6
28-12-2012,510.29,514.48,508.12,509.59,88569600,69.85
31-12-2012,510.53,535.4,509,532.17,164873100,72.95
02-01-2013,553.82,555,541.63,549.03,140129500,75.26
03-01-2013,547.88,549.67,541,542.1,88241300,74.31
04-01-2013,536.97,538.63,525.83,527,148583400,72.24
07-01-2013,522,529.3,515.2,523.9,121039100,71.81
08-01-2013,529.21,531.89,521.25,525.31,114676800,72.01
09-01-2013,522.5,525.01,515.99,517.1,101901100,70.88
10-01-2013,528.55,528.72,515.52,523.51,150286500,71.76
11-01-2013,521,525.32,519.02,520.3,87626700,71.32
14-01-2013,502.68,507.5,498.51,501.75,183551900,68.78
15-01-2013,498.3,498.99,483.38,485.92,219193100,66.61
16-01-2013,494.64,509.44,492.5,506.09,172701200,69.37
17-01-2013,510.31,510.75,502.03,502.68,113419600,68.91
18-01-2013,498.52,502.22,496.4,500,118230700,68.54
22-01-2013,504.56,507.88,496.63,504.77,115386600,69.19
23-01-2013,508.81,514.99,504.77,514.01,215377400,70.46
24-01-2013,460,465.73,450.25,450.5,365213100,61.75
25-01-2013,451.69,456.23,435,439.88,302006600,60.3
28-01-2013,437.83,453.21,435.86,449.83,196379400,61.66
29-01-2013,458.5,460.2,452.12,458.27,142789500,62.82
30-01-2013,457,462.6,454.5,456.83,104288800,62.62
31-01-2013,456.98,459.28,454.98,455.49,79833600,62.44
01-02-2013,459.11,459.48,448.35,453.62,134871100,62.18
04-02-2013,453.91,455.94,442,442.32,119279300,60.63
05-02-2013,444.05,459.74,442.22,457.84,143336900,62.76
06-02-2013,456.47,466.5,452.58,457.35,148426600,62.69
07-02-2013,463.25,470,454.12,468.22,176145200,64.56
08-02-2013,474,478.81,468.25,474.98,158289600,65.49
11-02-2013,476.5,484.94,473.25,479.93,129372600,66.17
12-02-2013,479.51,482.38,467.74,467.9,152263300,64.51
13-02-2013,467.21,473.64,463.22,467.01,118801900,64.39
14-02-2013,464.52,471.64,464.02,466.59,88818800,64.33
15-02-2013,468.85,470.16,459.92,460.16,97936300,63.44
19-02-2013,461.1,462.73,453.85,459.99,108945900,63.42
20-02-2013,457.69,457.69,448.8,448.85,119075600,61.89
21-02-2013,446,449.17,442.82,446.06,111795600,61.5
22-02-2013,449.25,451.6,446.6,450.81,82663700,62.16
25-02-2013,453.85,455.12,442.57,442.8,93144800,61.05
26-02-2013,443.82,451.54,437.66,448.97,125374900,61.9
27-02-2013,448.43,452.44,440.65,444.57,146837600,61.3
28-02-2013,444.05,447.87,441.4,441.4,80628800,60.86
01-03-2013,438,438.18,429.98,430.47,138112100,59.35
04-03-2013,427.8,428.2,419,420.05,145688900,57.91
05-03-2013,421.48,435.19,420.75,431.14,159608400,59.44
06-03-2013,434.51,435.25,424.43,425.66,115062500,58.69
07-03-2013,424.5,432.01,421.06,430.58,117118400,59.37
08-03-2013,429.8,435.43,428.61,431.72,97870500,59.52
11-03-2013,429.75,439.01,425.14,437.87,118559000,60.37
12-03-2013,435.6,438.88,427.57,428.43,116477900,59.07
13-03-2013,428.45,434.5,425.36,428.35,101387300,59.06
14-03-2013,432.83,434.64,430.45,432.5,75968900,59.63
15-03-2013,437.93,444.23,437.25,443.66,160990200,61.17
18-03-2013,441.45,457.46,441.2,455.72,151549300,62.83
19-03-2013,459.5,460.97,448.5,454.49,131693800,62.66
20-03-2013,457.42,457.63,449.59,452.08,77165200,62.33
21-03-2013,450.22,457.98,450.1,452.73,95813900,62.42
22-03-2013,454.58,462.1,453.11,461.91,98776300,63.69
25-03-2013,464.69,469.95,461.78,463.58,125283900,63.92
26-03-2013,465.44,465.84,460.53,461.14,73573500,63.58
27-03-2013,456.46,456.8,450.73,452.08,82809300,62.33
28-03-2013,449.82,451.82,441.62,442.66,110709900,61.03
01-04-2013,441.9,443.7,427.74,428.91,97433000,59.14
02-04-2013,427.6,438.14,426.4,429.79,132379800,59.26
03-04-2013,431.37,437.28,430.31,431.99,90804000,59.56
04-04-2013,433.76,435,425.25,427.72,89611900,58.97
05-04-2013,424.5,424.95,419.68,423.2,95923800,58.35
08-04-2013,424.85,427.5,422.49,426.21,75207300,58.76
09-04-2013,426.36,428.5,422.75,426.98,76653500,58.87
10-04-2013,428.1,437.06,426.01,435.69,93982000,60.07
11-04-2013,433.72,437.99,431.2,434.33,82091100,59.88
12-04-2013,434.15,434.15,429.09,429.8,59653300,59.26
15-04-2013,427,427.89,419.55,419.85,79380000,57.89
16-04-2013,421.57,426.61,420.57,426.24,76442800,58.77
17-04-2013,420.27,420.6,398.11,402.8,236264000,55.54
18-04-2013,404.99,405.79,389.74,392.05,166574800,54.05
19-04-2013,387.97,399.6,385.1,390.53,152318600,53.84
22-04-2013,392.64,402.2,391.27,398.67,107480100,54.97
23-04-2013,403.99,408.38,398.81,406.13,166059600,56
24-04-2013,393.54,415.25,392.5,405.46,242412800,55.9
25-04-2013,411.23,413.94,407,408.38,96209400,56.31
26-04-2013,409.81,418.77,408.25,417.2,191024400,57.52
29-04-2013,420.45,433.62,420,430.12,160081600,59.3
30-04-2013,435.1,445.25,432.07,442.78,172884600,61.05
01-05-2013,444.46,444.93,434.39,439.29,126727300,60.57
02-05-2013,441.78,448.59,440.63,445.52,105457100,61.43
03-05-2013,451.31,453.23,449.15,449.98,90325200,62.04
06-05-2013,455.71,462.2,454.31,460.71,124160400,63.52
07-05-2013,464.97,465.75,453.7,458.66,120938300,63.24
08-05-2013,459.04,465.37,455.81,463.84,118149500,63.95
09-05-2013,459.81,463,455.58,456.77,99621900,63.39
10-05-2013,457.97,459.71,450.48,452.97,83713000,62.87
13-05-2013,451.51,457.9,451.5,454.74,79237200,63.11
14-05-2013,453.85,455.2,442.15,443.86,111779500,61.6
15-05-2013,439.16,441,422.36,428.85,185403400,59.52
16-05-2013,423.24,437.85,418.9,434.58,150801000,60.31
17-05-2013,439.05,440.09,431.01,433.26,106976100,60.13
20-05-2013,431.91,445.8,430.1,442.93,112894600,61.47
21-05-2013,438.15,445.48,434.2,439.66,114005500,61.02
22-05-2013,444.05,448.35,438.22,441.35,110759600,61.25
23-05-2013,435.95,446.16,435.79,442.14,88255300,61.36
24-05-2013,440.85,445.66,440.36,445.15,69041700,61.78
28-05-2013,449.9,451.11,440.85,441.44,96536300,61.27
29-05-2013,440,447.5,439.4,444.95,82644100,61.75
30-05-2013,445.65,454.5,444.51,451.58,88379900,62.67
31-05-2013,452.5,457.1,449.5,449.73,96075700,62.42
03-06-2013,450.73,452.36,442.48,450.72,93088100,62.55
04-06-2013,453.22,454.43,447.39,449.31,73182200,62.36
05-06-2013,445.65,450.72,443.71,445.11,72647400,61.78
06-06-2013,445.47,447,434.05,438.46,104233500,60.85
07-06-2013,436.5,443.24,432.77,441.81,101133900,61.32
10-06-2013,444.73,449.08,436.8,438.89,112538300,60.91
11-06-2013,435.74,442.76,433.32,437.6,71528100,60.73
12-06-2013,439.5,441.25,431.5,432.19,66306800,59.98
13-06-2013,432.5,437.14,428.75,435.96,71458100,60.51
14-06-2013,435.4,436.29,428.5,430.05,67966500,59.69
17-06-2013,431.44,435.7,430.36,432,64853600,59.96
18-06-2013,431.56,434.9,430.21,431.77,48756400,59.92
19-06-2013,431.4,431.66,423,423,77735000,58.71
20-06-2013,419.3,425.98,415.17,416.84,89327700,57.85
21-06-2013,418.49,420,408.1,413.5,120279600,57.39
24-06-2013,407.4,408.66,398.05,402.54,120186500,55.87
25-06-2013,405.7,407.79,398.83,402.63,78540700,55.88
26-06-2013,403.9,404.79,395.66,398.07,91931000,55.25
27-06-2013,399.25,401.39,393.54,393.78,84311500,54.65
28-06-2013,391.36,400.27,388.87,396.53,144629100,55.03
01-07-2013,402.69,412.27,401.22,409.22,97763400,56.79
02-07-2013,409.96,421.63,409.47,418.49,117466300,58.08
03-07-2013,420.86,422.98,417.45,420.8,60232200,58.4
05-07-2013,420.39,423.29,415.35,417.42,68506200,57.93
08-07-2013,420.11,421,410.65,415.05,74534600,57.6
09-07-2013,413.6,423.5,410.38,422.35,88146100,58.62
10-07-2013,419.6,424.8,418.25,420.73,70351400,58.39
11-07-2013,422.95,428.25,421.17,427.29,81573100,59.3
12-07-2013,427.65,429.79,423.41,426.51,69890800,59.19
15-07-2013,425.01,431.46,424.8,427.44,60479300,59.32
16-07-2013,426.52,430.71,424.17,430.2,54134500,59.71
17-07-2013,429.7,432.22,428.22,430.31,49747600,59.72
18-07-2013,433.38,434.87,430.61,431.76,54719700,59.92
19-07-2013,433.1,433.98,424.35,424.95,67180400,58.98
22-07-2013,429.46,429.75,425.47,426.31,51949100,59.17
23-07-2013,426,426.96,418.71,418.99,92348900,58.15
24-07-2013,438.93,444.59,435.26,440.51,147984200,61.14
25-07-2013,440.7,441.4,435.81,438.5,57373400,60.86
26-07-2013,435.3,441.04,434.34,440.99,50038100,61.2
29-07-2013,440.8,449.99,440.2,447.79,62014400,62.15
30-07-2013,449.96,457.15,449.23,453.32,77355600,62.92
31-07-2013,454.99,457.34,449.43,452.53,80739400,62.81
01-08-2013,455.75,456.8,453.26,456.68,51562700,63.38
02-08-2013,458.01,462.85,456.66,462.54,68695900,64.19
05-08-2013,464.69,470.67,462.15,469.45,79713900,65.15
06-08-2013,468.02,471.89,462.17,465.25,83714400,64.57
07-08-2013,463.8,467,461.77,464.98,74714500,64.53
08-08-2013,463.86,464.1,457.95,461.01,63944300,64.4
09-08-2013,458.64,460.46,453.65,454.45,66716300,63.49
12-08-2013,456.86,468.65,456.63,467.36,91108500,65.29
13-08-2013,470.94,494.66,468.05,489.57,220485300,68.39
14-08-2013,497.88,504.25,493.4,498.5,189093100,69.64
15-08-2013,496.42,502.4,489.08,497.91,122573500,69.56
16-08-2013,500.15,502.94,498.86,502.33,90576500,70.18
19-08-2013,504.34,513.74,504,507.74,127629600,70.93
20-08-2013,509.71,510.57,500.82,501.07,89672100,70
21-08-2013,503.59,507.15,501.2,502.36,83969900,70.18
22-08-2013,504.98,505.59,498.2,502.96,61051900,70.27
23-08-2013,503.27,503.35,499.35,501.02,55682900,69.99
26-08-2013,500.75,510.2,500.5,502.97,82741400,70.27
27-08-2013,498,502.51,486.3,488.59,106047200,68.26
28-08-2013,486,495.8,486,490.9,76902000,68.58
29-08-2013,491.65,496.5,491.13,491.7,59914400,68.69
30-08-2013,492,492.95,486.5,487.22,68074300,68.07
03-09-2013,493.1,500.6,487.35,488.58,82982200,68.26
04-09-2013,499.56,502.24,496.28,498.69,86258200,69.67
05-09-2013,500.25,500.68,493.64,495.27,59091900,69.19
06-09-2013,498.44,499.38,489.95,498.22,89881400,69.6
09-09-2013,505,507.92,503.48,506.17,85171800,70.71
10-09-2013,506.2,507.45,489.5,494.64,185798900,69.1
11-09-2013,467.01,473.69,464.81,467.71,224674100,65.34
12-09-2013,468.5,475.4,466.01,472.69,101012800,66.04
13-09-2013,469.34,471.83,464.7,464.9,74708900,64.95
16-09-2013,461,461.61,447.22,450.12,135926700,62.88
17-09-2013,447.96,459.71,447.5,455.32,99845200,63.61
18-09-2013,463.18,466.35,460.66,464.68,114215500,64.92
19-09-2013,470.7,475.83,469.25,472.3,101135300,65.98
20-09-2013,478,478.55,466,467.41,174825700,65.3
23-09-2013,496.1,496.91,482.6,490.64,190526700,68.54
24-09-2013,494.88,495.47,487.82,489.1,91086100,68.33
25-09-2013,489.2,489.64,481.43,481.53,79239300,67.27
26-09-2013,486,488.56,483.9,486.22,59305400,67.93
27-09-2013,483.78,484.67,480.72,482.75,57010100,67.44
30-09-2013,477.25,481.66,474.41,476.75,65039100,66.6
01-10-2013,478.45,489.14,478.38,487.96,88470900,68.17
02-10-2013,485.63,491.8,483.75,489.56,72296000,68.39
03-10-2013,490.51,492.35,480.74,483.41,80688300,67.53
04-10-2013,483.86,484.6,478.6,483.03,64717100,67.48
07-10-2013,486.56,492.65,485.35,487.75,78073100,68.14
08-10-2013,489.94,490.64,480.54,480.94,72729300,67.19
09-10-2013,484.64,487.79,478.28,486.59,75431300,67.98
10-10-2013,491.32,492.38,487.04,489.64,69650700,68.4
11-10-2013,486.99,493.84,485.16,492.81,66934700,68.85
14-10-2013,489.83,497.58,489.35,496.04,65474500,69.3
15-10-2013,497.51,502,495.52,498.68,80018400,69.67
16-10-2013,500.79,502.53,499.23,501.11,62775300,70.01
17-10-2013,499.98,504.78,499.68,504.5,63398300,70.48
18-10-2013,505.99,509.26,505.71,508.89,72635500,71.09
21-10-2013,511.77,524.3,511.52,521.36,99526700,72.84
22-10-2013,526.41,528.45,508.03,519.87,133515900,72.63
23-10-2013,519,525.67,519,524.96,78430800,73.34
24-10-2013,525,532.47,522.45,531.91,96191200,74.31
25-10-2013,531.32,533.23,525.11,525.96,84448000,73.48
28-10-2013,529.04,531,523.21,529.88,137610200,74.03
29-10-2013,536.27,539.25,514.54,516.68,158951800,72.18
30-10-2013,519.61,527.52,517.02,524.9,88540900,73.33
31-10-2013,525,527.49,521.27,522.7,68924100,73.02
01-11-2013,524.02,524.8,515.84,520.03,68722500,72.65
04-11-2013,521.1,526.82,518.81,526.75,61156900,73.59
05-11-2013,524.58,528.89,523,525.45,66303300,73.41
06-11-2013,524.15,524.86,518.2,520.92,55843900,73.2
07-11-2013,519.58,523.19,512.38,512.49,65655100,72.01
08-11-2013,514.58,521.13,512.59,520.56,69829200,73.15
11-11-2013,519.99,521.67,514.41,519.05,56863100,72.94
12-11-2013,517.67,523.92,517,520.01,51069200,73.07
13-11-2013,518,522.25,516.96,520.63,49305200,73.16
14-11-2013,522.81,529.28,521.87,528.16,70604800,74.22
15-11-2013,526.58,529.09,524.49,524.99,79480100,73.77
18-11-2013,524.99,527.19,518.2,518.63,61236000,72.88
19-11-2013,519.03,523.38,517.97,519.55,52234700,73.01
20-11-2013,519.23,520.42,514.33,515,48479200,72.37
21-11-2013,517.6,521.21,513.67,521.14,65506700,73.23
22-11-2013,519.52,522.16,518.53,519.8,55931400,73.04
25-11-2013,521.02,525.87,521,523.74,57327900,73.6
26-11-2013,524.12,536.14,524,533.4,100345700,74.95
27-11-2013,536.31,546,533.4,545.96,90862100,76.72
29-11-2013,549.48,558.33,547.81,556.07,79531900,78.14
02-12-2013,558,564.33,550.82,551.23,118136200,77.46
03-12-2013,558.3,566.38,557.68,566.32,112742000,79.58
04-12-2013,565.5,569.19,560.82,565,94452400,79.39
05-12-2013,572.65,575.14,566.41,567.9,111895000,79.8
06-12-2013,565.79,566.75,559.57,560.02,86088100,78.69
09-12-2013,560.9,569.58,560.9,566.43,80123400,79.59
10-12-2013,563.58,567.88,561.2,565.55,69567400,79.47
11-12-2013,567,570.97,559.69,561.36,89929700,78.88
12-12-2013,562.14,565.34,560.03,560.54,65572500,78.77
13-12-2013,562.85,562.88,553.67,554.43,83205500,77.91
16-12-2013,555.02,562.64,555.01,557.5,70648200,78.34
17-12-2013,555.81,559.44,553.38,554.99,57475600,77.99
18-12-2013,549.7,551.45,538.8,550.77,141465800,77.39
19-12-2013,549.5,550,543.73,544.46,80077200,76.51
20-12-2013,545.43,551.61,544.82,549.02,109103400,77.15
23-12-2013,568,570.72,562.76,570.09,125326600,80.11
24-12-2013,569.89,571.88,566.03,567.67,41888700,79.77
26-12-2013,568.1,569.5,563.38,563.9,51002000,79.24
27-12-2013,563.82,564.41,559.5,560.09,56471100,78.7
30-12-2013,557.46,560.09,552.32,554.52,63407400,77.92
31-12-2013,554.17,561.28,554,561.02,55771100,78.83
02-01-2014,555.68,557.03,552.02,553.13,58671200,77.73
03-01-2014,552.86,553.7,540.43,540.98,98116900,76.02
06-01-2014,537.45,546.8,533.6,543.93,103152700,76.43
07-01-2014,544.32,545.96,537.92,540.04,79302300,75.89
08-01-2014,538.81,545.56,538.69,543.46,64632400,76.37
09-01-2014,546.8,546.86,535.35,536.52,69787200,75.39
10-01-2014,539.83,540.8,531.11,532.94,76244000,74.89
13-01-2014,529.91,542.5,529.88,535.73,94623200,75.28
14-01-2014,538.22,546.73,537.66,546.39,83140400,76.78
15-01-2014,553.52,560.2,551.66,557.36,97909700,78.32
16-01-2014,554.9,556.85,551.68,554.25,57319500,77.88
17-01-2014,551.48,552.07,539.9,540.67,106684900,75.97
21-01-2014,540.99,550.07,540.42,549.07,82131700,77.15
22-01-2014,550.91,557.29,547.81,551.51,94996300,77.5
23-01-2014,549.94,556.5,544.81,556.18,100809800,78.15
24-01-2014,554,555.62,544.75,546.07,107338700,76.73
27-01-2014,550.07,554.8,545.75,550.5,138719700,77.36
28-01-2014,508.76,515,502.07,506.5,266380800,71.17
29-01-2014,503.95,507.37,498.62,500.75,125702500,70.37
30-01-2014,502.54,506.5,496.7,499.78,169625400,70.23
31-01-2014,495.18,501.53,493.55,500.6,116199300,70.34
03-02-2014,502.61,507.73,499.3,501.53,100366000,70.47
04-02-2014,505.85,509.46,502.76,508.79,94170300,71.49
05-02-2014,506.56,515.28,506.25,512.59,82086200,72.03
06-02-2014,510.06,513.5,507.81,512.51,64441300,72.45
07-02-2014,521.38,522.93,517.38,519.68,92570100,73.46
10-02-2014,518.66,531.99,518,528.99,86389800,74.78
11-02-2014,530.61,537.75,529.5,535.96,70564200,75.76
12-02-2014,536.95,539.56,533.24,535.92,77025200,75.76
13-02-2014,534.66,544.85,534.2,544.43,76849500,76.96
14-02-2014,542.47,545.98,541.21,543.99,68231100,76.9
18-02-2014,546,551.19,545.61,545.99,65062900,77.18
19-02-2014,544.75,546.89,534.35,537.37,78442000,75.96
20-02-2014,532.99,537,529,531.15,76464500,75.08
21-02-2014,532.79,534.57,524.6,525.25,69696200,74.25
24-02-2014,523.15,529.92,522.42,527.55,72227400,74.57
25-02-2014,529.38,529.57,521,522.06,57988000,73.8
26-02-2014,523.61,525,515.6,517.35,69054300,73.13
27-02-2014,517.14,528.78,516.05,527.67,75470500,74.59
28-02-2014,529.08,532.75,522.12,526.24,92992200,74.39
03-03-2014,523.42,530.65,522.81,527.76,59695300,74.6
04-03-2014,531,532.64,527.77,531.24,64785000,75.1
05-03-2014,530.92,534.75,529.13,532.36,50015700,75.25
06-03-2014,532.79,534.44,528.1,530.75,46372200,75.03
07-03-2014,531.09,531.98,526.05,530.44,55182400,74.98
10-03-2014,528.36,533.33,528.34,530.92,44646000,75.05
11-03-2014,535.45,538.74,532.59,536.09,69806100,75.78
12-03-2014,534.51,537.35,532,536.61,49831600,75.86
13-03-2014,537.44,539.66,529.16,530.65,64435700,75.01
14-03-2014,528.79,530.89,523,524.69,59299800,74.17
17-03-2014,527.7,529.97,525.85,526.74,49886200,74.46
18-03-2014,525.9,531.97,525.2,531.4,52411800,75.12
19-03-2014,532.26,536.24,529,531.26,56189000,75.1
20-03-2014,529.89,532.67,527.35,528.7,52099600,74.74
21-03-2014,531.93,533.75,526.33,532.87,93511600,75.33
24-03-2014,538.42,540.5,535.06,539.19,88925200,76.22
25-03-2014,541.5,545.75,539.59,544.99,70573300,77.04
26-03-2014,546.52,549,538.86,539.78,74942000,76.3
27-03-2014,540.02,541.5,535.12,537.46,55507900,75.98
28-03-2014,538.32,538.94,534.25,536.86,50141000,75.89
31-03-2014,539.23,540.81,535.93,536.74,42167300,75.87
01-04-2014,537.76,541.87,536.77,541.65,50190000,76.57
02-04-2014,542.38,543.48,540.26,542.55,45105200,76.7
03-04-2014,541.39,542.5,537.64,538.79,40586000,76.16
04-04-2014,539.81,540,530.58,531.82,68812800,75.18
07-04-2014,528.02,530.9,521.89,523.47,72462600,74
08-04-2014,525.19,526.12,518.7,523.44,60972100,73.99
09-04-2014,522.64,530.49,522.02,530.32,51542400,74.97
10-04-2014,530.68,532.24,523.17,523.48,59913000,74
11-04-2014,519,522.83,517.14,519.61,67929400,73.45
14-04-2014,521.9,522.16,517.21,521.68,51418500,73.74
15-04-2014,520.27,521.64,511.33,517.96,66622500,73.22
16-04-2014,518.05,521.09,514.14,519.01,53691400,73.37
17-04-2014,520,527.76,519.2,524.94,71083600,74.21
21-04-2014,525.34,532.14,523.96,531.17,45637200,75.09
22-04-2014,528.31,531.83,526.5,531.7,50640800,75.16
23-04-2014,529.06,531.13,524.45,524.75,98735000,74.18
24-04-2014,568.21,570,560.73,567.77,189977900,80.26
25-04-2014,564.53,571.99,563.96,571.94,97568800,80.85
28-04-2014,572.8,595.75,572.55,594.09,167371400,83.98
29-04-2014,593.74,595.98,589.51,592.33,84344400,83.73
30-04-2014,592.64,599.43,589.8,590.09,114160200,83.42
01-05-2014,592,594.8,586.36,591.48,61012000,83.61
02-05-2014,592.34,594.2,589.71,592.58,47878600,83.77
05-05-2014,590.14,601,590,600.96,71766800,84.95
06-05-2014,601.8,604.41,594.41,594.41,93641100,84.03
07-05-2014,595.25,597.29,587.73,592.33,70716100,83.73
08-05-2014,588.25,594.41,586.4,587.99,57574300,83.58
09-05-2014,584.54,586.25,580.33,585.54,72899400,83.23
12-05-2014,587.49,593.66,587.4,592.83,53302200,84.27
13-05-2014,592,594.54,590.7,593.76,39934300,84.4
14-05-2014,592.43,597.4,591.74,593.87,41601000,84.42
15-05-2014,594.7,596.6,588.04,588.82,57711500,83.7
16-05-2014,588.63,597.53,585.4,597.51,69064100,84.94
19-05-2014,597.85,607.33,597.33,604.59,79438800,85.94
20-05-2014,604.51,606.4,600.73,604.71,58709000,85.96
21-05-2014,603.83,606.7,602.06,606.31,49214900,86.19
22-05-2014,606.6,609.85,604.1,607.27,50190000,86.32
23-05-2014,607.25,614.73,606.47,614.13,58052400,87.3
27-05-2014,615.88,625.86,615.63,625.63,87216500,88.93
28-05-2014,626.02,629.83,623.78,624.01,78870400,88.7
29-05-2014,627.85,636.87,627.77,635.38,94118500,90.32
30-05-2014,637.98,644.17,628.9,633,141005200,89.98
02-06-2014,633.96,634.83,622.5,628.65,92337700,89.36
03-06-2014,628.46,638.74,628.25,637.54,73177300,90.63
04-06-2014,637.44,647.89,636.11,644.82,83870500,91.66
05-06-2014,646.2,649.37,642.61,647.35,75951400,92.02
06-06-2014,649.9,651.26,644.47,645.57,87484600,91.77
09-06-2014,92.7,93.88,91.75,93.7,75415000,93.24
10-06-2014,94.73,95.05,93.57,94.25,62777000,93.78
11-06-2014,94.13,94.76,93.47,93.86,45681000,93.4
12-06-2014,94.04,94.12,91.9,92.29,54749000,91.83
13-06-2014,92.2,92.44,90.88,91.28,54525000,90.83
16-06-2014,91.51,92.75,91.45,92.2,35561000,91.74
17-06-2014,92.31,92.7,91.8,92.08,29726000,91.62
18-06-2014,92.27,92.29,91.35,92.18,33514000,91.72
19-06-2014,92.29,92.3,91.34,91.86,35528000,91.41
20-06-2014,91.85,92.55,90.9,90.91,100898000,90.46
23-06-2014,91.32,91.62,90.6,90.83,43694000,90.38
24-06-2014,90.75,91.74,90.19,90.28,39036000,89.83
25-06-2014,90.21,90.7,89.65,90.36,36869000,89.91
26-06-2014,90.37,91.05,89.8,90.9,32629000,90.45
27-06-2014,90.82,92,90.77,91.98,64029000,91.52
30-06-2014,92.1,93.73,92.09,92.93,49589000,92.47
01-07-2014,93.52,94.07,93.13,93.52,38223000,93.06
02-07-2014,93.87,94.06,93.09,93.48,28465000,93.02
03-07-2014,93.67,94.1,93.2,94.03,22891800,93.56
07-07-2014,94.14,95.99,94.1,95.97,56468000,95.5
08-07-2014,96.27,96.8,93.92,95.35,65222000,94.88
09-07-2014,95.44,95.95,94.76,95.39,36436000,94.92
10-07-2014,93.76,95.55,93.52,95.04,39686000,94.57
11-07-2014,95.36,95.89,94.86,95.22,34018000,94.75
14-07-2014,95.86,96.89,95.65,96.45,42810000,95.97
15-07-2014,96.8,96.85,95.03,95.32,45477900,94.85
16-07-2014,96.97,97.1,94.74,94.78,53502000,94.31
17-07-2014,95.03,95.28,92.57,93.09,57298000,92.63
18-07-2014,93.62,94.74,93.02,94.43,49988000,93.96
21-07-2014,94.99,95,93.72,93.94,39079000,93.48
22-07-2014,94.68,94.89,94.12,94.72,55197000,94.25
23-07-2014,95.42,97.88,95.17,97.19,92918000,96.71
24-07-2014,97.04,97.32,96.42,97.03,45729000,96.55
25-07-2014,96.85,97.84,96.64,97.67,43469000,97.19
28-07-2014,97.82,99.24,97.55,99.02,55318000,98.53
29-07-2014,99.33,99.44,98.25,98.38,43143000,97.89
30-07-2014,98.44,98.7,97.67,98.15,33010000,97.66
31-07-2014,97.16,97.45,95.33,95.6,56843000,95.13
01-08-2014,94.9,96.62,94.81,96.13,48511000,95.65
04-08-2014,96.37,96.58,95.17,95.59,39958000,95.12
05-08-2014,95.36,95.68,94.36,95.12,55933000,94.65
06-08-2014,94.75,95.48,94.71,94.96,38558000,94.49
07-08-2014,94.93,95.95,94.1,94.48,46711000,94.48
08-08-2014,94.26,94.82,93.28,94.74,41865000,94.74
11-08-2014,95.27,96.08,94.84,95.99,36585000,95.99
12-08-2014,96.04,96.88,95.61,95.97,33795000,95.97
13-08-2014,96.15,97.24,96.04,97.24,31916000,97.24
14-08-2014,97.33,97.57,96.8,97.5,28116000,97.5
